GeneID,Symbol,start_position_on_the_genomic_accession,end_position_on_the_genomic_accession
574474,MIR518B,53702736,53702818
574475,MIR526A1,53706251,53706335
574476,MIR520C,53707452,53707538
574477,MIR518C,53708734,53708834
574478,MIR524,53711001,53711087
574479,MIR517A,53712267,53712353
574480,MIR519D,53713346,53713433
574481,MIR521-2,53716593,53716679
574482,MIR520D,53720095,53720181
574483,MIR517B,53721075,53721141
574484,MIR520G,53722165,53722254
574485,MIR516B2,53725441,53725525
574486,MIR526A2,53726921,53726985
574487,MIR518E,53729837,53729924
574488,MIR518A1,53731005,53731089
574489,MIR518D,53734876,53734962
574490,MIR516B1,53736844,53736933
574491,MIR518A2,53739332,53739418
574492,MIR517C,53741312,53741406
574493,MIR520H,53742511,53742598
574494,MIR521-1,53748635,53748721
574495,MIR522,53751210,53751296
574496,MIR519A1,53752396,53752480
574497,MIR527,53754017,53754101
574498,MIR516A1,53756740,53756829
574499,MIR516A2,53761132,53761221
574500,MIR519A2,53762343,53762429
574501,MIR499A,34990375,34990496
574502,MIR500A,50008430,50008513
574503,MIR501,50009721,50009804
574504,MIR502,50014597,50014682
574505,MIR450A2,134540507,134540606
574506,MIR503,134546327,134546397
574507,MIR504,138667710,138667792
574508,MIR505,139924147,139924230
574509,MIR513A1,147213462,147213590
574510,MIR513A2,147225825,147225951
574511,MIR506,147230719,147230842
574512,MIR507,147230983,147231076
574513,MIR508,147236912,147237026
574514,MIR509-1,147260531,147260624
574515,MIR510,147272334,147272407
574516,MIR514A1,147279246,147279343
574517,MIR514A2,147281942,147282029
574518,MIR514A3,147284640,147284727
574532,NUDT15P1,59556698,59557935
574533,NUDT15P2,32428086,32435428
574537,UGT2A2,69588416,69639641
574538,LOC574538,137410,149168
574538,LOC574538,131425,143183
594837,SNORD101,132815306,132815378
594838,SNORD100,132816801,132816876
594839,SNORA33,132817218,132817350
594840,ZFAT-AS1,134598070,134600688
594841,WDR45P1,153658465,153660011
594842,HAS2-AS1,121639345,121645324
594855,CPLX3,74826609,74831794
594857,NPS,127549348,127552670
595097,SNORD16,66502810,66502909
595098,SNORD18A,66503244,66503313
595099,SNORD18B,66502021,66502090
595100,SNORD18C,66501251,66501317
595101,SMG1P5,30285017,30335373
595135,PGM5P2,41007010,41074624
606293,KLKP1,50882095,50896397
606495,CYB5RL,54172150,54200100
606500,SNORD68,89561429,89561500
606551,UBE2MP1,35169430,35170390
606553,C8orf49,11761255,11763222
606553,C8orf49,1584854,1586826
606724,LOC606724,29449344,29449914
613037,NPIPB13,30222734,30248412
613038,LOC613038,30204315,30206926
613126,CYP51A1-AS1,92134562,92180724
613204,IFITM8P,63408974,63409627
613206,LOC613206,124259209,124261167
613209,DEFB135,11982320,11984589
613209,DEFB135,1363427,1365696
613210,DEFB136,11973936,11974598
613210,DEFB136,1373421,1374083
613211,DEFB134,11993173,12000751
613211,DEFB134,1347264,1354840
613212,CTXN3,127649020,127658629
613227,HIGD1C,50936110,50972591
613266,LOC613266,15892332,15985881
619189,SERINC4,43794173,43800096
619190,FDPSP2,76470019,76474999
619207,SCART1,133453927,133469182
619208,FAM229B,112087470,112102789
619212,PA2G4P3,27452237,27453815
619279,ZNF704,80628450,80884415
619344,LINC01298,95207006,95216373
619349,SETP3,58475990,58477101
619351,LINC00589,29721258,29748108
619373,MBOAT4,30131453,30148767
619383,SCARNA9,93721513,93721865
619418,FAM90A21P,7563787,7569018
619418,FAM90A21P,246890,252121
619423,FAM85A,1140408,1150367
619423,FAM85A,12185735,12202525
619434,LINC00051,142198355,142209002
619443,RPS26P7,58588345,58588787
619445,RPL10P3,117180643,117181009
619448,RPS12P2,80215850,80216118
619449,RPIAP1,61957093,61957552
619452,RPS29P2,41271403,41271658
619455,SPANXA2-OT1,141502848,141649938
619457,UBE2WP1,96418591,96418912
619464,RPL31P9,67137610,67137757
619498,SNORD74,173867673,173867744
619499,SNORA27,27255400,27255525
619505,SNORA21,38852862,38852994
619518,SSBP3-AS1,54236442,54239062
619519,TWF1P1,29201559,29204544
619552,MIR483,2134133,2134208
619553,MIR484,15643293,15643371
619553,MIR484,1301304,1301382
619554,MIR486-1,41660440,41660507
619555,MIR487A,101052445,101052524
619556,MIR455,114209433,114209528
619562,SNORA3A,8684226,8684355
619563,SNORA7A,12840311,12840449
619564,SNORD72,40832655,40832734
619565,SNORA52,811680,811813
619567,SNORD2,186784795,186784864
619568,SNORA4,186787612,186787748
619569,SNORA41,206162227,206162358
619569,SNORA41,271245,271376
619570,SNORD95,181243313,181243375
619571,SNORD96A,181241817,181241888
641293,RPL21P19,204346756,204347297
641298,SMG1P1,22437007,22492219
641298,SMG1P1,612821,668030
641311,RPL31P11,161683694,161685251
641312,SAR1AP2,126272727,126273321
641339,ZNF674,46497724,46545465
641364,SLC7A11-AS1,138089013,138178176
641365,LINC00616,138027421,138130684
641367,LOC641367,21750744,21753437
641367,LOC641367,111934,114627
641371,ACOT1,73493020,73543798
641372,ACOT6,73612275,73619928
641373,NRON,126407774,126410503
641378,LOC641378,76029487,76031928
641379,ARL5AP4,24685854,24693183
641380,ARL5AP2,99011154,99014221
641381,LOC641381,148331382,148332037
641382,ARL5AP1,119183481,119187041
641384,TMEM75,127946558,127948722
641451,SNORA19,119060010,119060137
641455,POTEM,18967433,19003751
641456,CRIP1P2,25686834,25687260
641457,CRIP1P4,24712230,24712657
641467,TSC22D1-AS1,44575895,44580431
641515,MGAT4EP,202820256,202827224
641516,KC6,41480270,41520676
641517,DEFB109B,7312845,7319950
641517,DEFB109B,3980,11103
641518,LEF1-AS1,108167524,108176429
641556,RPL36AP6,107834456,107834855
641613,RPL21P5,31111552,31112282
641614,RPL23AP8,34694154,34694692
641616,RPL9P3,35262432,35263131
641638,SNHG6,66921689,66925540
641648,SNORD87,66922473,66922548
641649,TMEM91,41363965,41384082
641654,HEPN1,124919249,124920676
641695,LOC641695,76137224,76138636
641700,ECSCR,139448553,139462742
641702,FAM138F,76219,77689
641708,LOC641708,157365787,157366960
641746,LOC641746,64582609,64583750
641776,SPDYE14P,75308970,75317235
641790,RPL31P39,125300462,125300903
641808,FAM185BP,77081654,77122288
641842,SLC23A4P,135277216,135313560
641922,UNC93B2,6855038,6859830
641924,FAM86LP,6930779,6939612
641977,SEPT7P2,45723786,45769017
642006,GUSBP10,57165669,57180155
642007,GUSBP12,57200823,57203668
642131,LOC642131,22177854,22178595
642204,LOC642204,73274,73632
642236,FRG1JP,63832049,63859633
642249,LOC642249,56675,65179
642259,GAPDHP70,88407976,88409289
642262,NCOA4P4,139493840,139497973
642273,FAM110C,38813,47076
642280,ZNF876P,212599,255984
642288,CSPG4P9,96898,112314
642290,SLC25A1P5,27805426,27806207
642305,MAPRE1P2,33009266,33011817
642306,RPL19P15,130651770,130652463
642311,BMS1P15,20153775,20160825
642317,GAPDHP15,57967595,57968737
642319,TAGLN2P2,30249504,30250118
642320,RPL36AP31,86016757,86017184
642337,FTLP17,104153328,104154036
642345,MIR4500HG,87443986,87670962
642355,LOC642355,140435312,140446805
642357,EEF1GP5,115702790,115704194
642361,LOC642361,79825901,79827601
642366,LOC642366,51372735,51383331
642381,LOC642381,68995338,68997710
642381,LOC642381,571357,573729
642389,RBM17P2,67211436,67213122
642394,ADARB2-AS1,1526629,1557007
642395,PSPC1P1,19201436,19227434
642402,GOLGA6L17P,82519589,82526483
642402,GOLGA6L17P,308933,315626
642413,CTSLP6,79870050,79873914
642414,LOC642414,89820081,89820492
642425,TRIM53BP,89841992,89851263
642426,LINC02297,18630535,18633633
642443,ADH5P4,65835476,65838067
642443,ADH5P4,60663,63254
642446,TRIM64B,89870187,89878455
642448,KRT18P23,44566963,44568304
642451,RPL7P46,11026960,11028560
642460,ANKRD30BP1,13383841,13427774
642461,IARS2P1,87598480,87601618
642474,LOC642474,69181629,69182372
642475,MROH6,143566188,143572757
642475,MROH6,56231,62797
642484,LOC642484,56003612,56191261
642487,LOC642487,69535539,69536334
642489,FKBP1C,63211446,63213021
642490,LOC642490,66879212,66879923
642493,RPL29P25,110841556,110842003
642496,LOC642496,69346578,69358371
642502,LOC642502,1857278,1858460
642513,KCTD9P6,31220014,31220969
642515,PRRT1B,131552847,131559198
642517,AGAP9,47501853,47523637
642521,C1DP3,80024378,80025240
642531,RPL36P11,140609084,140609402
642538,C1DP2,80031609,80032471
642546,HK2P1,80569433,80575037
642550,LOC642550,78793523,78794113
642554,LOC642554,63441222,63443912
642559,POU5F1P3,8133768,8134851
642569,TRIM53AP,89993540,90002507
642574,IQANK1,143771129,143790701
642574,IQANK1,248176,267748
642579,LOC642579,90024097,90024508
642580,HSPA8P14,111381782,111385679
642585,VDAC1P1,80929423,80931206
642587,MIR205HG,209428819,209432548
642590,LOC642590,70607757,70609424
642592,EIF5AP4,80246820,80247796
642597,AKAIN1,5142910,5197751
642612,TRIM49C,90031105,90073545
642614,C2orf69P2,35492322,35494219
642623,UBTFL1,90085949,90087130
642627,MYL6P4,141811909,141812256
642631,TSPY15P,9548061,9550872
642633,FAM230B,21166902,21192155
642635,LOC642635,153420676,153421912
642636,RAD21L1,1226039,1255875
642641,RPSAP54,20961233,20962267
642643,FAM230E,18733913,18757893
642648,LOC642648,46064650,46071020
642652,RARRES2P8,35543285,35543757
642658,SCX,144265059,144268482
642659,HNRNPA1P48,51645755,51647115
642661,LOC642661,19267015,19268559
642663,CICP17,51382244,51384088
642669,LOC642669,19228724,19229502
642677,LOC642677,84052994,84054057
642683,KIF18BP1,35638633,35645157
642687,RPS11P7,39865429,39865940
642692,LOC642692,235146833,235147699
642696,LOC642696,12087528,12090668
642721,CBX3P6,154940340,154941113
642737,SETP22,97054682,97057181
642738,RPL21P69,159526013,159526566
642740,RPL9P11,9576404,9577080
642741,RPL3P7,108004301,108005593
642746,EIF4A1P9,2586186,2587879
642757,TBC1D22A-AS1,46914091,46916041
642762,ABCD1P5,91840606,91844010
642776,DANT2,115840395,115969110
642778,NPIPA3,14706472,14726337
642778,NPIPA3,284550,299200
642791,LOC642791,92914602,92916602
642796,TSPY18P,9869702,9870435
642799,NPIPA2,14745594,14765447
642802,CCDC137P,72086889,72087659
642812,API5P1,116104365,116108496
642818,ST13P21,108502265,108503649
642818,ST13P21,513863,515247
642819,ZNF487,43436481,43483183
642826,BMS1P2,47535573,47553522
642828,RPL6P10,65573439,65574361
642840,MEP1AP1,40187142,40193920
642843,CPSF4L,73242342,73263777
642846,LOC642846,9283656,9314087
642852,LINC00205,45288051,45297353
642864,SPATA42,108857216,108858523
642869,SETP4,84754997,84756476
642879,SMARCE1P4,37095096,37096406
642888,CNN2P2,40345946,40347084
642890,LOC642890,56205111,56205820
642890,LOC642890,15860,16569
642892,RPS29P3,196536494,196536791
642897,LOC642897,93609431,93610413
642907,NIFKP8,85181154,85182124
642909,CTBP2P4,98576338,98577456
642924,LINC00535,93346466,93700432
642929,LOC642929,66159958,66164905
642934,CERNA2,84167227,84172075
642935,ADAMTS7P4,85255365,85270853
642938,INSYN2,127135425,127196572
642943,LOC642943,92882566,92889554
642946,FLVCR1-DT,212856603,212858137
642952,SNX18P2,92893667,92894504
642954,RBBP4P1,14796180,14798496
642956,FABP5P9,85415166,85415851
642958,HNRNPA1P55,73938273,73939628
642959,ALOX15P2,92913136,92921753
642968,FAM163B,133577074,133609374
642969,LOC642969,93639902,93641618
642975,LOC642975,56690277,56690718
642976,GRIK1-AS1,29748174,29764005
642987,TMEM232,110387254,110738935
642996,NFE2L3P1,59967807,59972106
643001,DUX4L17,11314920,11316344
643003,RPS26P28,16902226,16902665
643007,RPL36AP8,34943050,34943446
643008,SMIM5,75633433,75641405
643014,LOC643014,74085997,74086671
643015,LOC643015,150114365,150116820
643031,MTND5P10,100046973,100048784
643034,DUX4L19,11332330,11333852
643036,SLED1,184798295,184799045
643037,C11orf97,94512528,94532122
643043,LOC643043,41321412,41323573
643050,ACTR3BP1,11395872,11397515
643058,LOC643058,47135321,47135947
643067,LOC643067,72598241,72599689
643072,LOC643072,159615293,159618041
643101,RPL26P22,143532693,143533209
643101,RPL26P22,152057,152573
643115,KRT223P,40717539,40721931
643118,LOC643118,95037428,95038005
643126,TRIM51JP,95574890,95580938
643136,ZC3H11B,219609644,219613144
643155,SMIM15,61157708,61162474
643157,MEP1AP4,42816450,42823211
643159,ATF4P3,76225664,76227085
643160,CYMP,110480765,110491268
643161,FAM25A,87020288,87024729
643167,LOC643167,44029134,44031117
643168,LOC643168,54933380,54939639
643171,GGT4P,18261299,18271623
643171,GGT4P,259959,270283
643172,LOC643172,41996934,41999446
643180,CCT6P3,65038353,65074712
643181,FADS2P1,56890786,56904508
643182,UBTFL8,5079577,5084507
643193,CALM2P4,98640808,98641306
643198,RBPJP6,42496852,42499322
643199,TAB3P1,13151541,13162216
643201,LOC643201,176143084,176199294
643205,RPL36P8,76036749,76037063
643219,GPAT2P1,95792211,95800190
643220,RPL3P6,61390615,61391896
643224,TUBBP5,138150112,138177432
643226,GRXCR2,145858537,145931672
643228,GAPDHP30,96068518,96069730
643232,NRBF2P3,110847582,110849071
643236,TMEM72,44911306,44937009
643244,RDXP1,4210289,4212300
643246,MAP1LC3B2,116559380,116576596
643253,CCT6P1,65751104,65763674
643255,RARRES2P1,75658514,75659137
643263,SSU72P6,4278696,4279291
643264,RPL21P106,92168365,92168916
643276,NOC2LP1,130229319,130232085
643284,RPS29P18,87525262,87525563
643300,HSPD1P1,21882516,21884765
643307,LOC643307,61831946,61833023
643308,RPL7P59,145040350,145040962
643309,ACTBP1,46287815,46289205
643310,ST13P18,93287535,93288841
643311,CT47B1,120872551,120875924
643314,KIAA0754,39409503,39416481
643327,LOC643327,3455702,3469009
643329,KRT18P57,111648227,111649596
643332,ECRP,20919340,20920175
643336,CDC42P2,55637419,55638914
643338,C15orf62,40769960,40772448
643339,LOC643339,93003757,93377735
643342,LOC643342,95292337,95294806
643343,RPL5P4,35350644,35351665
643348,LOC643348,55658995,55678476
643353,SAPCD2P3,66556151,66557773
643355,LINC01750,111990535,111998841
643358,RPS27AP16,61055414,61055930
643365,LINC00452,113883664,113924832
643367,LOC643367,70213755,70218078
643371,LOC643371,94319036,94320116
643373,LOC643373,34175821,34182867
643376,BTBD18,57743513,57753175
643381,LOC643381,98565076,98566828
643382,TMEM253,21098936,21103723
643384,UNC93B4,4145572,4147794
643387,LOC643387,238231685,238234344
643394,SPINK9,148323218,148341973
643401,PURPL,27472291,27496400
643406,LOC643406,5471195,5477133
643412,BTF3P16,101456984,101457845
643414,LIPK,88706224,88753091
643418,LIPN,88757225,88783661
643421,TPT1P13,121863468,121864281
643427,RBMS2P1,94423467,94425149
643432,TSG1,93704016,93776619
643438,LOC643438,148637179,148640522
643441,LOC643441,113196780,113206252
643445,TRIM43CP,97025777,97031645
643446,RNPS1P1,11368820,11373748
643447,KRT8P49,4722490,4724240
643454,LOC643454,214482218,214483488
643459,DUSP5P2,9601693,9602724
643470,SURF6P1,17184469,17194768
643471,KRT18P12,214532144,214533523
643479,FAM25E,45815427,45817323
643486,BRDTP1,96337085,96337901
643494,LOC643494,98904199,98905735
643499,RPL11P5,120593963,120594565
643503,TARDBPP1,6199597,6202265
643507,RPL7P57,47840962,47841709
643513,KPNA2P1,80079395,80081367
643529,LINC00865,89829492,89840860
643531,RPL29P26,95467261,95467875
643535,KCTD9P2,105405512,105408881
643536,VDAC1P10,215376497,215378237
643542,LOC643542,67516545,67899618
643550,RPL12P33,120916649,120917280
643554,LOC643554,48152992,48155970
643562,LOC643562,80063495,80070582
643563,EEF1A1P15,98389509,98390938
643576,LOC643576,104030728,104032465
643582,AKR1B10P2,68455949,68456869
643586,PKMP1,114535981,114537458
643596,RNF224,137227565,137229639
643605,LOC643605,100149585,100151534
643609,NR1H5P,114834455,114851543
643615,UBTFL6,97636584,97637764
643617,RPSAP8,100155812,100156849
643623,LINC02523,125674352,125720217
643627,RPS18P8,4979028,4979531
643630,LOC643630,62266300,62266897
643634,LOC643634,27633102,27633710
643637,GLYATL1P4,59041035,59052018
643641,ZNF862,149838366,149867478
643646,HSD17B1P1,42546387,42548974
643648,LINC01189,62452489,62522017
643650,LINC00842,46398361,46453305
643653,RPL35P8,49213821,49214274
643664,SLC35G6,7481401,7483063
643664,SLC35G6,101858,103520
643668,PSMC1P9,18692750,18694294
643669,CCER2,38908170,38914370
643669,CCER2,318651,321829
643677,CCDC168,102729366,102759071
643680,MS4A4E,60201252,60243123
643689,HNRNPA3P3,140032303,140033498
643699,GOLGA8N,32593455,32607309
643699,GOLGA8N,4808040,4821890
643699,GOLGA8N,4645588,4659438
643699,GOLGA8N,2111785,2125657
643707,GOLGA6L4,84235772,84245367
643709,LOC643709,59287341,59289484
643711,LOC643711,97713411,97756516
643714,CASC16,52552086,52606974
643719,SCGB1B2P,34576732,34677030
643723,LYPLAL1-DT,219080972,219173787
643733,CASP17P,104901548,104918174
643739,GAPDHP31,7566293,7567578
643744,HMGN2P4,76241200,76242404
643749,TRAF3IP2-AS1,111483471,111602294
643751,CDC42P6,22726421,22728022
643752,RAP1BL,76170084,76174353
643763,NKAIN3-IT1,62977860,62984900
643766,PSMC1P6,87630077,87631664
643770,LINC02453,98485543,98503854
643773,PNPLA10P,127390362,127392859
643779,RPLP0P5,220316594,220317682
643783,USP46-AS1,52659405,52661497
643784,LOC643784,69618309,69623448
643784,LOC643784,930962,954662
643790,HMGN1P38,92711693,92712906
643802,LOC643802,53365390,53371211
643803,KRTAP24-1,30281308,30282957
643812,KRTAP27-1,30337012,30337693
643827,CNTNAP3P2,67059459,67297155
643831,PDCL3P2,101871594,101872578
643834,PGA3,61203512,61212868
643836,ZFP62,180843579,180861326
643837,LINC01128,827590,859445
643847,PGA4,61222348,61231694
643851,RPL31P32,85257287,85257740
643853,TMPPE,33090415,33096800
643854,CTAGE9,131708440,131711016
643855,LOC643855,106310103,106312220
643858,KRT18P30,85277424,85285659
643859,FEM1AP3,112365734,112367266
643862,SPDYE10P,73104566,73155448
643863,RPL17P34,93283968,93284592
643865,KRT126P,52714137,52721802
643866,CBLN3,24426531,24429524
643870,TPT1P6,85427250,85428053
643872,HMGN2P6,25266252,25267445
643873,EIF4BP7,111617653,111621515
643875,CNN3P1,6534579,6535827
643880,FKBP4P8,66744464,66746072
643884,SOCS5P5,113222165,113224068
643888,LOC643888,112380780,112383555
643896,LOC643896,100509233,100510357
643898,ARL2BPP2,52763356,52764091
643904,RNF222,8390703,8397834
643906,RPL7P27,86086348,86087174
643909,SPDYE9P,73075983,73083281
643911,CRNDE,54918862,54929188
643915,MORF4L2P1,54086684,54088450
643916,LOC643916,86170443,86171035
643932,RPS3AP20,79284087,79284945
643941,PHKG1P1,63232764,63234245
643949,RPLP2P3,107908346,107908801
643954,RPSAP43,114084097,114084792
643955,ZNF733P,63291286,63304055
643960,RPS2P18,173297609,173298553
643965,TMEM88B,1426127,1427786
643971,RPL7P29,86970433,86971257
643974,RPL6P13,86870164,86871432
643976,FOXN3P1,102546738,102548213
643977,FLJ32255,42985397,42993332
643981,RPS3AP36,95594560,95595424
643987,HSFY4P,20808775,20843587
643988,FNDC10,1598007,1600095
643992,RPS2P26,115264330,115265036
643996,VDAC2P2,9036323,9037522
643997,PPIAP66,173485658,173486404
644000,ARAFP2,63404377,63405397
644006,LOC644006,231021372,231024204
644013,RPS6P3,101509520,101510342
644016,HSPD1P10,87298708,87300640
644017,ZNF734P,63444184,63456892
644019,CBWD6,41131308,41198864
644020,RPL32P23,6071510,6071920
644021,CTSLP3,46758088,46759064
644022,RPL22P19,124935479,124935864
644029,RPL7AP62,47730082,47730959
644030,KRT18P58,5993819,5995208
644032,PHKG1P2,63509301,63510932
644035,NONOP1,69755418,69758069
644037,HNRNPA1P12,80358879,80360098
644041,C18orf63,74315874,74359186
644042,SLC25A5P6,186328454,186329679
644050,LINC01529,35788875,35797908
644051,LOC644051,7516093,7517877
644054,FAM25C,47995321,47999790
644059,PYY3,50156065,50156595
644060,LOC644060,147050727,147054233
644063,HNRNPKP4,96349445,96351137
644068,RPS14P3,19607806,19608643
644070,GSG1L2,9802385,9822070
644076,GLYCAM1,54608186,54610461
644079,BCRP1,24257399,24263764
644082,RPL18AP8,96619268,96619873
644090,LOC644090,151806661,151810819
644093,HCG2040054,47527536,47529163
644094,PSMC1P12,118614111,118615667
644096,SDHAF1,35995187,35996317
644100,ARL14EPL,116051139,116060022
644101,CBX3P9,116452816,116453654
644103,RPL29P18,105011066,105011676
644109,RPSAP50,109982397,109983010
644110,LOC644110,32312444,32315619
644110,LOC644110,4485688,4488854
644110,LOC644110,212023,215199
644119,RPS14P9,88265169,88265584
644128,RPL23AP53,208343,232317
644129,HMGB1P15,50930914,50931692
644131,CCT8P1,147203123,147204983
644135,LOC644135,136043851,136072826
644138,GOT2P3,9641669,9643210
644139,PIRT,10822474,10838100
644145,EXOC1L,55820002,55837436
644146,RPS14P8,116562520,116563063
644150,WIPF3,29806553,29917065
644153,DNM1P31,32387417,32388038
644153,DNM1P31,137987,138614
644154,RPL10AP8,72373218,72382392
644157,DND1P1,45585863,45587423
644157,DND1P1,1201427,1203045
644157,DND1P1,288002,289562
644158,LOC644158,174299999,174300955
644159,SLC25A1P3,63931149,63932232
644160,ACTG1P19,100731199,100732361
644165,BCRP3,24632914,24653359
644166,RPS26P20,171374861,171375298
644168,DRGX,49364069,49396015
644169,LOC644169,6487977,6489383
644172,MAPK8IP1P2,45600100,45601861
644172,MAPK8IP1P2,1186965,1188711
644172,MAPK8IP1P2,302251,304002
644186,SYCE3,50551111,50562951
644189,LOC644189,36421173,36422896
644191,RPS26P8,45608539,45608986
644191,RPS26P8,1179829,1180276
644191,RPS26P8,310675,311123
644192,NR2F2-AS1,96127359,96327360
644198,RPLP2P2,157931178,157931619
644202,RPL12P27,97309529,97310045
644203,LOC644203,103503695,103504932
644213,GAPDHP32,119533547,119534820
644214,PHBP11,223856581,223857386
644215,LOC644215,97401241,97426251
644218,TRPC6P,155985353,155986250
644218,TRPC6P,57171873,57172770
644220,ACTBP11,223863144,223864931
644223,RPL9P4,31462382,31463421
644233,AURKBP1,108130961,108132193
644236,RPL7AP43,77115348,77116207
644237,GAPDHP33,119595964,119597249
644242,LINC00622,119597701,119599290
644246,KANSL1-AS1,46193572,46196722
644246,KANSL1-AS1,590242,593392
644246,KANSL1-AS1,895676,898826
644248,SNCA-AS1,89836400,89841990
644249,LOC644249,67902952,67920550
644253,MAPK8IP1P1,46243604,46245243
644253,MAPK8IP1P1,542280,543949
644253,MAPK8IP1P1,946026,947665
644256,DND1P2,46259052,46260612
644256,DND1P2,525956,527525
644256,DND1P2,961472,963018
644261,LOC644261,103928063,103929215
644265,LOC644265,103623553,103623847
644269,LOC644269,89886053,89888039
644269,LOC644269,83741,85727
644277,LOC644277,111449337,111453544
644285,LOC644285,87318414,87323627
644295,LOC644295,32271544,32272302
644297,FAM215B,46559525,46561588
644297,FAM215B,1079227,1081401
644303,LOC644303,118452515,118454990
644309,RPS20P19,152590545,152591063
644310,LOC644310,51923543,51923969
644314,MT1IP,56676115,56677876
644315,RPS7P11,46721547,46722239
644315,RPS7P11,1707438,1708130
644315,RPS7P11,1240976,1241668
644316,FLJ43315,64016949,64061611
644325,ADAM20P3,187746133,187748204
644330,TPM3P5,41506067,41508190
644330,TPM3P5,182151,184274
644333,ATP5PBP3,152748880,152749933
644335,LOC644335,109777937,109782260
644338,RPL37AP8,111889142,111889826
644353,ZCCHC18,104112444,104121329
644357,EEF1DP6,4175462,4175898
644378,GCNT2P1,10633759,10634829
644378,GCNT2P1,144643,145713
644383,LOC644383,55123439,55124184
644384,RPL23AP71,34485977,34486502
644387,LOC644387,64734614,64736942
644388,RPS2P47,47159153,47159997
644390,HNRNPLP2,34488668,34490500
644397,LRRC37A17P,47017189,47054411
644403,LARP1BP3,134203708,134204872
644414,DEFB131A,9444533,9450513
644422,LOC644422,16616650,16618020
644425,RARRES2P2,133637284,133637912
644429,HMGB3P15,94195918,94196543
644435,AGGF1P2,133641888,133643090
644436,LOC644436,63046725,63048194
644442,HMGB3P11,104771190,104772046
644444,TMEM30CP,100185823,100194185
644449,HNRNPFP1,42040544,42042844
644451,SHQ1P1,50629326,50631321
644456,LOC644456,58460169,58462031
644459,BEND3P1,50658102,50663945
644462,LOC644462,48435701,48437896
644464,RPSAP61,44741010,44742033
644482,NDUFA3P3,225964168,225964493
644491,ICE2P1,188387285,188389662
644491,ICE2P1,45863,48240
644495,HSP90AB7P,9721711,9724504
644496,CTSLP4,50704657,50708914
644498,HMGN2P7,15374252,15375759
644499,RPL39P21,74931607,74932009
644502,HMGB3P18,121858136,121858783
644509,RBM22P6,52485044,52485983
644511,RPL13AP6,110936602,110937254
644517,FAM86MP,9693096,9703593
644522,RPL31P44,52389064,52389524
644524,NKX2-4,21395366,21397408
644525,LOC644525,15893135,15893913
644534,HMGN1P11,62510356,62511568
644538,SMIM10,134990937,134992472
644540,ELOCP3,10174179,10174798
644548,EXOC5P1,62816825,62818790
644554,LOC644554,37817410,37826637
644563,LOC644563,107131573,107132366
644566,TPM4P1,100114420,100114989
644573,SPCS2P2,100143611,100144004
644576,SNX18P9,64439031,64440150
644578,LARP1BP1,63350016,63351473
644584,LOC644584,35880955,35881718
644588,DNAJA1P3,107351286,107352973
644589,DNAJC19P9,45289929,45290480
644591,PPIAL4G,148482547,148483284
644596,SMIM10L2B,135094984,135098633
644600,GEMIN8P2,58776382,58777759
644601,BIN2P2,75910562,75912067
644604,EEF1A1P12,106697037,106698675
644616,ILF2P2,36053825,36055390
644619,INTS4P2,65647853,65718687
644623,TPTE2P2,52218641,52323293
644625,FUNDC2P3,146171289,146172071
644627,RPL21P107,110762643,110763175
644632,BMS1P11,64705733,64709310
644634,LOC644634,149702208,149705674
644637,NF1P6,15622600,15632049
644649,APOOP5,59754131,59755190
644651,HMGB1P25,9018062,9019003
644656,LOC644656,9459555,9460697
644659,HMGB1P22,125265262,125265801
644660,RAD21-AS1,116874423,116876867
644661,LOC644661,107169124,107191175
644667,LOC644667,66069499,66071338
644669,LOC644669,15313555,15325918
644672,CLDN25,113779795,113780484
644681,LOC644681,103538573,103540575
644684,BMS1P12,65189994,65193570
644694,CDRT15P2,15764702,15765688
644714,LIMD1-AS1,45678164,45688881
644716,BMS1P13,65828119,65831695
644717,SAGE2P,135678665,135686093
644721,LOC644721,99990533,99991494
644739,WASF4P,47803146,47807532
644743,KRT8P47,44103062,44104704
644745,HSPD1P4,56510940,56513189
644746,LOC644746,107887729,107889766
644754,BOLA3P3,126663149,126663687
644758,PABPC1P13,32438630,32440577
644759,TMPRSS11GP,67991811,67997438
644761,PIGHP1,59676686,59677517
644762,LOC644762,149931357,149932976
644768,SLC9B1P4,16428754,16476874
644773,ACTR3BP6,16486692,16488335
644776,LOC644776,179400340,179400892
644790,RPS15AP11,44780284,44780744
644794,LINC02604,66904119,66906296
644809,C15orf56,40250663,40252908
644815,FAM83G,18968788,19006142
644820,EEF1B2P3,24788346,24789091
644834,RPL36AP36,13159420,13159816
644838,LINC01829,67123356,67215318
644844,PHGR1,40351032,40356433
644850,PDCL3P5,150827624,150828619
644861,NBPF13P,147099481,147114345
644862,RPS28P3,228134781,228136792
644871,TRAF6P1,59136426,59138381
644873,LINC01184,127940439,128083174
644877,CACYBPP2,183607437,183608118
644881,RARRES2P4,190037795,190038422
644881,RARRES2P4,375326,375953
644881,RARRES2P4,130552,131179
644890,MEIG1,14954227,14988049
644893,LOC644893,55508684,55523884
644896,RPL7P7,8786128,8786950
644899,TERF2IPP1,17418940,17420677
644903,GCC2-AS1,108507526,108534218
644906,LOC644906,16107975,16108594
644907,RPL32P18,44467842,44468980
644909,LOC644909,17422676,17423728
644911,RPL10P5,108712173,108712922
644914,H3F3AP6,139697625,139698634
